label,path,features
low,../../data/snsd/generated/noise_low/clnsp1006-low.wav,"[[-5.4175531e+02 -5.6520471e+02 -4.7345914e+02 ... -4.1599948e+02
  -4.9935126e+02 -5.5412689e+02]
 [ 1.0509593e+02  9.8932632e+01  3.2309914e+01 ...  1.7488109e+02
   1.1964467e+02  8.0817268e+01]
 [ 1.3115324e+01  1.9471975e+01  8.1077175e+00 ... -5.4592033e+01
  -3.7786659e+01 -3.3013630e+01]
 ...
 [ 8.4270900e-01  3.0958309e+00 -2.1358747e+00 ... -2.1768122e+00
  -4.5855875e+00  1.0266035e+00]
 [ 4.2197933e+00  4.2745986e+00  3.8819649e+00 ... -2.5938926e+00
   5.5153626e-01  5.4694104e+00]
 [ 1.9287364e+00  3.1857066e+00  4.5752850e+00 ...  2.0363803e+00
   3.2497516e+00  5.1212687e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1007-low.wav,"[[-5.7991864e+02 -5.4725189e+02 -4.0376273e+02 ... -5.3961584e+02
  -5.7835303e+02 -6.0115125e+02]
 [ 9.7189255e+01  1.0119066e+02  5.3839233e+01 ...  7.3243973e+01
   7.4053040e+01  7.6134033e+01]
 [ 3.7142029e+01  1.9164284e+01 -1.1631411e+01 ... -2.7556791e+01
  -3.1333570e+00  2.8043888e+01]
 ...
 [-6.6788650e-01  4.0248498e-01 -3.9138412e-01 ... -3.6732550e+00
   1.9544359e+00 -1.9719126e+00]
 [-1.0405710e+00  2.5713277e+00 -5.6555977e+00 ... -1.6214473e+00
  -1.7576799e+00 -4.3927684e+00]
 [-1.4307703e+00  2.5373154e+00 -2.3439145e+00 ... -6.1182981e+00
  -6.4938431e+00 -3.9528008e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1008-low.wav,"[[-3.4891934e+02 -2.3024925e+02 -1.7895901e+02 ... -3.1780667e+02
  -3.2827213e+02 -3.9920322e+02]
 [ 1.9954695e+02  1.8694812e+02  1.5776941e+02 ...  1.7632596e+02
   1.5859485e+02  1.2731343e+02]
 [-5.4527321e+01 -1.1337717e+02 -1.4032397e+02 ... -7.5691788e+01
  -5.9833679e+01 -4.3488876e+01]
 ...
 [-4.0804310e+00 -8.0873811e-01 -2.4515181e+00 ... -1.8956658e+00
  -3.0629048e+00 -4.0431458e-01]
 [-6.8740330e+00 -4.2512741e+00 -6.3917780e+00 ... -4.0326500e+00
  -7.2056108e+00 -4.9450779e+00]
 [-6.0036912e+00 -2.8022382e+00 -2.8891497e+00 ... -2.9648297e+00
  -2.6484187e+00 -3.0154800e-01]]"
low,../../data/snsd/generated/noise_low/clnsp1009-low.wav,"[[-4.38718933e+02 -3.39967072e+02 -2.28893356e+02 ... -2.37735306e+02
  -2.45676880e+02 -2.83307922e+02]
 [ 9.87942657e+01  1.36151367e+02  1.19117683e+02 ... -1.34648314e+01
  -1.82893906e+01  3.95638895e+00]
 [-2.46565666e+01 -5.84793816e+01 -8.85201569e+01 ... -2.36742249e+01
  -3.20988894e+00 -1.76408367e+01]
 ...
 [-2.48833513e+00 -1.06192989e+01 -4.16689062e+00 ... -5.18664932e+00
  -2.34280944e+00  2.08810854e+00]
 [-8.87090588e+00 -1.18775625e+01 -1.75272369e+01 ... -4.02094603e+00
  -3.82137060e+00 -6.44576728e-01]
 [ 1.69347048e-01  9.61845589e+00  2.43496156e+00 ... -3.36416435e+00
  -4.48363876e+00 -3.27400732e+00]]"
low,../../data/snsd/generated/noise_low/clnsp101-low.wav,"[[-4.13268951e+02 -3.74087280e+02 -3.36197662e+02 ... -3.31023346e+02
  -3.33753387e+02 -3.52221649e+02]
 [ 1.16759735e+02  1.18490341e+02  1.34616150e+02 ...  1.29098679e+02
   8.88083954e+01  8.00359344e+01]
 [ 6.02688551e+00  4.95532036e+00  3.20292616e+00 ...  6.12008035e-01
   1.40071177e+00 -9.31631923e-02]
 ...
 [ 6.92060184e+00  7.28308010e+00  1.38051128e+00 ...  9.32264423e+00
   3.76890898e+00  5.50031602e-01]
 [ 9.70130157e+00  8.09614944e+00 -2.58250022e+00 ...  5.06974316e+00
   4.05810261e+00  2.89195150e-01]
 [ 5.55380440e+00  2.83559179e+00 -1.85643220e+00 ...  2.40774417e+00
   1.07561910e+00 -1.98482347e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1010-low.wav,"[[-5.88819397e+02 -5.83014404e+02 -5.95349304e+02 ... -4.83259949e+02
  -5.12745544e+02 -5.37878845e+02]
 [ 7.13927689e+01  7.35262146e+01  5.56361465e+01 ...  7.33536530e+01
   6.21404381e+01  7.25450134e+01]
 [ 9.43020463e-01  2.39838624e+00  8.89123917e+00 ... -6.14707041e+00
  -1.60613308e+01 -1.57840500e+01]
 ...
 [ 1.67234087e+00  4.46816397e+00  8.04453373e-01 ... -2.44634271e+00
  -4.53310013e+00 -1.90823495e+00]
 [-8.14995646e-01  2.61639500e+00  2.61905193e+00 ...  3.53517723e+00
   4.42921352e+00  7.01064253e+00]
 [-2.20264077e+00 -1.53084826e+00  1.30869472e+00 ... -1.31492615e-02
  -2.11029673e+00  3.39785838e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1011-low.wav,"[[-6.0398413e+02 -6.0310724e+02 -4.8396606e+02 ... -4.2149985e+02
  -5.0469150e+02 -5.5948016e+02]
 [ 5.7386738e+01  7.2318535e+01  1.8901917e+01 ...  1.6729468e+02
   1.1199365e+02  7.2854744e+01]
 [ 3.2371917e+00  1.8660004e+01 -3.5438614e+00 ... -6.2210121e+01
  -4.5065460e+01 -4.0225510e+01]
 ...
 [ 3.7918491e+00  1.5861833e+00 -5.2265110e+00 ... -2.6607926e+00
  -5.2424660e+00 -1.0088115e+00]
 [ 8.0800533e-01  5.4588354e-01  9.6033275e-02 ... -2.1206946e+00
  -2.9745546e-01  2.8520164e+00]
 [ 3.7202522e-01  1.9037681e+00  4.0984437e-01 ...  2.2531886e+00
   2.4757497e+00  2.6917579e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1012-low.wav,"[[-5.8218915e+02 -4.4489304e+02 -3.1876877e+02 ... -3.5727704e+02
  -3.9852109e+02 -4.8186099e+02]
 [ 8.8554985e+01  8.9670288e+01  7.9673820e+01 ...  1.6904994e+02
   1.7256534e+02  1.5075558e+02]
 [ 3.7021412e+01  7.2399807e+00 -5.7864237e+00 ...  1.2133050e+01
   2.7382425e+01  4.7629105e+01]
 ...
 [ 1.8897352e+00  5.1213107e+00  3.3830874e+00 ... -3.8770137e+00
  -1.5798342e+00  6.5692347e-01]
 [-2.4252365e+00  1.3609916e+00  1.8103596e+00 ... -5.1326656e-01
   5.3067818e+00  7.6112871e+00]
 [-1.5279695e+00  4.8445683e+00  4.6896443e+00 ...  8.7898483e+00
   1.5651756e+01  1.3262711e+01]]"
low,../../data/snsd/generated/noise_low/clnsp1013-low.wav,"[[-6.6916156e+02 -6.2025885e+02 -4.8710266e+02 ... -4.9752530e+02
  -4.8690652e+02 -5.0235999e+02]
 [ 2.0050270e+01  6.3360283e+01  1.5465303e+02 ...  4.2542927e+01
   3.7713544e+00 -7.5559368e+00]
 [ 1.6718510e+01  2.0013123e+01  2.5393845e+01 ... -3.0264759e+01
  -2.7240849e+01 -1.0737774e+01]
 ...
 [ 4.0460615e+00 -4.4493876e+00  7.8785863e+00 ...  3.5834656e+00
   6.2220306e+00  1.2783637e+00]
 [ 3.1361332e+00 -2.8363197e+00 -2.1936560e+00 ...  9.0284586e-01
   3.0743871e+00 -4.5605397e+00]
 [ 2.3050284e+00  7.7912331e-01 -1.7583076e+00 ...  3.8459349e+00
   6.1602974e+00 -6.2354720e-01]]"
low,../../data/snsd/generated/noise_low/clnsp1014-low.wav,"[[-411.3907    -315.4262    -290.78018   ... -327.72      -367.80576
  -409.56976  ]
 [ 151.52255    122.98642     59.235867  ...    7.617272    15.824653
    20.988544 ]
 [ -66.59951   -107.17835    -95.70085   ...   -5.8001547  -24.848473
   -18.37704  ]
 ...
 [  -4.096275    -7.2197447   -8.040072  ...    7.4103928    5.6828203
     2.6024852]
 [  -4.933809    -7.335046    -2.2756739 ...    3.0530095    9.182355
     9.060091 ]
 [   7.6616297    6.595295     9.143155  ...    1.984956     2.1995442
    -2.856048 ]]"
low,../../data/snsd/generated/noise_low/clnsp1015-low.wav,"[[-4.9831287e+02 -3.9732565e+02 -3.8561786e+02 ... -3.7920312e+02
  -2.9527841e+02 -3.0100217e+02]
 [-4.5066171e+00 -3.6299919e+01 -6.1432297e+01 ...  7.0184708e+01
   8.2845718e+01  7.9806030e+01]
 [ 4.7129158e+01  5.7162292e+01  6.3510628e+01 ...  7.7624259e+00
  -2.6501522e+01 -2.5616663e+01]
 ...
 [ 3.7874746e-01 -2.4926457e+00 -8.7721813e-01 ... -3.1124336e-01
   5.9386998e-01  2.4015278e-01]
 [-2.4744544e+00 -3.7358565e+00  3.4880310e-01 ...  3.5027885e+00
  -2.9176188e+00 -5.0383840e+00]
 [ 4.9826527e+00  4.8657942e+00  4.2498698e+00 ...  3.0640473e+00
  -1.7298875e+00 -4.2504711e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1016-low.wav,"[[-5.8303809e+02 -4.7302884e+02 -4.2058447e+02 ... -4.8977356e+02
  -5.2750580e+02 -5.6178137e+02]
 [ 1.2904152e+02  1.7218643e+02  1.5784592e+02 ...  8.5070145e+01
   8.1094910e+01  8.6549652e+01]
 [ 3.5792519e+01  7.1133680e+00 -2.7327129e+01 ... -3.7063606e+01
  -2.5559330e+01 -9.1161575e+00]
 ...
 [-7.3172167e-02 -1.9780066e+00  1.9568112e+00 ... -4.0991524e-01
   1.6736952e+00  2.5538893e+00]
 [-1.8522234e+00 -5.5353875e+00 -1.7879217e+00 ... -2.4985240e+00
  -9.6349394e-01  1.4107811e-01]
 [-4.2869444e+00 -1.6040947e+00 -5.0099573e+00 ...  2.5016820e+00
  -1.6562011e+00 -2.1080885e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1017-low.wav,"[[-6.0801636e+02 -5.4207941e+02 -5.3621045e+02 ... -3.2358762e+02
  -3.6485614e+02 -5.0253461e+02]
 [ 6.4852203e+01  5.2963737e+01  5.9283379e+01 ...  5.5347645e+01
   3.2197968e+01  5.6431694e+01]
 [ 3.1743450e+01  2.6995319e+01  2.1275175e+01 ... -1.4293759e+01
  -2.5496254e+01 -1.1504227e+01]
 ...
 [-7.2038877e-01 -3.7609339e+00 -1.8203715e+00 ...  8.4946814e+00
   3.9739101e+00  2.3695617e+00]
 [-9.2593610e-01 -4.6546638e-01  4.4705782e+00 ...  4.4522548e-01
  -4.8757591e+00 -4.3612423e+00]
 [ 4.2679000e-01  8.7071953e+00  1.0751320e+01 ... -9.0216988e-01
  -6.8655086e+00 -7.6833754e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1018-low.wav,"[[-4.4524420e+02 -4.1781232e+02 -4.1564673e+02 ... -3.4441559e+02
  -3.5443683e+02 -3.6521939e+02]
 [ 9.8475143e+01  9.1140640e+01  8.9482697e+01 ...  1.0083250e+02
   1.0273452e+02  1.1293181e+02]
 [ 5.6454344e+00 -1.7729385e+00 -3.3065009e+00 ...  9.2204323e+00
   9.1465988e+00  1.2290068e+01]
 ...
 [ 1.6034662e+00  8.7265110e-01 -4.7332773e+00 ...  8.0380648e-01
  -2.7657681e+00  2.9645944e-01]
 [ 2.7896168e+00 -1.1829634e+00 -7.4329624e+00 ... -3.4648938e+00
  -4.1343536e+00 -1.0401535e+00]
 [ 4.5599756e+00  8.9908957e-01 -1.8469205e+00 ... -4.1540585e+00
   2.5112435e-01  1.4571970e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1019-low.wav,"[[-4.12832703e+02 -3.69403564e+02 -3.81435730e+02 ... -3.60884430e+02
  -3.67281708e+02 -3.82184143e+02]
 [ 1.23450729e+02  1.25201599e+02  1.28283340e+02 ...  1.30854248e+02
   1.26925674e+02  1.27643417e+02]
 [ 2.35183315e+01  2.15350018e+01  1.24896183e+01 ...  1.14701500e+01
   6.02660894e+00 -7.57005024e+00]
 ...
 [-4.97454596e+00 -1.04563274e+01 -7.18394709e+00 ...  3.79789591e+00
   1.03077626e+00 -5.42738318e-01]
 [ 3.15174246e+00 -1.32126296e+00 -5.01201153e-01 ...  4.22025204e+00
   3.16671848e-01 -3.36084652e+00]
 [-1.12965965e+00  5.54605007e-01  2.46817160e+00 ...  6.47954464e+00
   9.97134924e-01 -9.08923149e-01]]"
low,../../data/snsd/generated/noise_low/clnsp102-low.wav,"[[-6.3168689e+02 -4.6352652e+02 -3.1558737e+02 ... -4.1731055e+02
  -4.7341006e+02 -4.7692932e+02]
 [ 1.0607519e+01  1.0746991e+02  1.3321016e+02 ...  5.3622051e+01
   9.2282906e+01  1.1245718e+02]
 [ 1.0360891e+01  6.5269737e+00 -2.5845177e+01 ... -2.6846519e+01
  -1.2558781e+01  9.2927856e+00]
 ...
 [ 9.5383805e-01  1.7289339e+00 -7.5728321e-01 ...  3.7977738e+00
   7.5617809e+00  6.7637339e+00]
 [ 4.6876866e-01  2.4424903e+00 -1.0760710e+00 ... -5.1799669e+00
  -7.7198839e+00 -6.2217226e+00]
 [ 4.2096946e-02  5.3753872e+00  9.6667776e+00 ... -5.5165091e+00
  -1.3804792e+01 -7.3679857e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1020-low.wav,"[[-5.7382629e+02 -4.9548019e+02 -4.6581003e+02 ... -4.3861810e+02
  -4.7173395e+02 -4.8472919e+02]
 [ 5.3398094e+01  2.3335745e+01  1.9324482e+01 ...  8.2582596e+01
   7.0613922e+01  7.7029572e+01]
 [-6.8998828e+00 -1.5527363e+01 -2.8133507e+01 ... -1.3574165e+01
  -4.0722332e+00 -6.2416954e+00]
 ...
 [ 4.4058785e+00  6.0528264e+00  6.6503539e+00 ...  4.3743804e-01
   1.9095410e+00 -2.7853160e+00]
 [-2.9075241e+00  8.1541979e-01  1.6091897e+00 ...  3.4019179e+00
  -1.5490347e-01 -9.3114967e+00]
 [ 7.9015231e-01  3.4961698e+00  4.6486807e+00 ...  6.3693075e+00
  -6.4646327e-01 -5.8220100e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1021-low.wav,"[[-537.2958    -475.95676   -374.88043   ... -326.99493   -312.00333
  -331.0116   ]
 [  -6.7502794   33.162823    81.86276   ...  106.27099    114.048004
   115.563416 ]
 [  38.739975   -30.22168    -69.036194  ...  -49.386337   -46.442986
   -31.79573  ]
 ...
 [   3.626608     0.544786     1.1836865 ...    4.104052    -4.352766
    -3.487874 ]
 [   7.8839135    3.660309    -2.2616677 ...  -10.289839   -10.11337
    -5.960977 ]
 [   2.5715148    2.0889592   -1.5796981 ...   -1.7776526   -2.4911673
    -3.7812922]]"
low,../../data/snsd/generated/noise_low/clnsp1022-low.wav,"[[-4.5513083e+02 -3.2238339e+02 -2.5563362e+02 ... -4.7005139e+02
  -4.8070718e+02 -4.7035220e+02]
 [ 9.7209711e+00  7.6489365e+01  1.0791430e+02 ... -1.8132023e+01
  -2.5706553e+01 -1.7187083e+00]
 [ 8.9987144e+00  4.2513494e+00 -1.6814404e+01 ...  1.5522434e+01
   1.1451586e+01 -4.0557795e+00]
 ...
 [ 7.3021984e-01  4.9567909e+00  1.2388948e+01 ...  3.2294244e-01
   1.9899830e+00  3.4352450e+00]
 [ 1.8829525e-01  1.6703666e+00  4.9602804e+00 ... -1.7427595e+00
  -3.0125556e+00 -5.2223511e+00]
 [ 4.2116046e+00  2.1565144e+00  5.1130662e+00 ...  1.6951861e+00
  -1.8924963e+00 -3.0937495e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1023-low.wav,"[[-5.5005743e+02 -5.1793744e+02 -4.5864786e+02 ... -3.6431787e+02
  -4.0735678e+02 -4.8176764e+02]
 [ 4.2904873e+01  5.1384491e+01  1.5462736e+01 ...  9.4383408e+01
   7.4259033e+01  6.2467651e+01]
 [ 1.1507351e+00  4.1560822e+00 -5.2050438e+00 ... -5.8830372e+01
  -5.1483807e+01 -4.8623215e+01]
 ...
 [-1.9288789e+00 -5.7163563e+00 -7.1177459e+00 ...  3.2596645e+00
   6.4327812e+00  4.6121583e+00]
 [ 1.6496927e+00 -2.8648105e+00 -1.3153374e-02 ... -3.9739232e+00
  -2.6961138e+00  8.7309372e-01]
 [-5.2220674e+00 -4.5864196e+00 -6.7536414e-01 ...  2.1443281e+00
  -4.8356977e+00 -1.3387513e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1024-low.wav,"[[-5.6709882e+02 -5.3480054e+02 -3.8081369e+02 ... -4.7960501e+02
  -5.1457159e+02 -5.7633130e+02]
 [ 7.9909805e+01  7.7717758e+01  4.9527584e+01 ... -1.1681009e+01
   1.3104977e+01  4.6421146e+01]
 [ 3.4607044e+01  2.4313488e+01 -4.2339334e+00 ...  4.4810818e+01
   3.2993721e+01  3.0080027e+01]
 ...
 [-4.2526474e+00 -1.3448400e+00  6.3298435e+00 ... -3.3409355e+00
  -3.3986204e+00  3.1705356e+00]
 [-1.5340010e+00 -3.0444882e+00 -2.4970279e+00 ...  7.4561858e-01
  -4.7265949e+00 -1.1570238e+00]
 [ 4.7128458e+00  2.0477450e-01 -9.3923479e-02 ...  4.3557973e+00
  -4.2459216e+00 -4.9279933e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1025-low.wav,"[[-6.1031854e+02 -5.9340289e+02 -5.9042291e+02 ... -5.8878876e+02
  -5.9755396e+02 -6.0714661e+02]
 [ 6.1465851e+01  7.7099350e+01  8.0478584e+01 ...  7.7059647e+01
   6.6699814e+01  5.2413925e+01]
 [ 4.1018536e+01  4.4593273e+01  4.4641697e+01 ...  3.3289917e+01
   2.6353783e+01  1.6128450e+01]
 ...
 [ 4.8412862e+00  4.6328874e+00  3.5175207e+00 ... -2.5404148e+00
  -2.1254795e+00 -4.3957710e-01]
 [ 4.9117317e+00  4.7106419e+00  8.2818484e-01 ... -4.0318561e+00
  -1.6687906e+00  2.8731720e+00]
 [ 2.5151746e+00  5.3253502e-01 -2.7207098e+00 ... -4.7890062e+00
  -2.6438632e+00  3.6899934e+00]]"
low,../../data/snsd/generated/noise_low/clnsp1026-low.wav,"[[-4.9242633e+02 -4.6137946e+02 -4.2211246e+02 ... -4.2345447e+02
  -4.4042401e+02 -4.3737817e+02]
 [ 1.0739470e+02  1.0643483e+02  8.4797241e+01 ...  8.4994476e+01
   8.3861855e+01  9.9521561e+01]
 [-2.5971569e+01 -2.1715031e+01 -1.4574915e+01 ... -6.3618370e+01
  -7.7629166e+01 -6.9825798e+01]
 ...
 [ 1.5875390e+00  4.7611442e+00  4.5954008e+00 ...  8.4958897e+00
   1.1533952e+01  1.0010782e+01]
 [-4.3523445e+00 -8.3723040e+00 -7.2819195e+00 ... -7.6389813e-01
  -3.4591198e-01  1.9399476e+00]
 [-8.6144953e+00 -9.9645891e+00 -9.6864147e+00 ... -1.0834835e+01
  -1.2419481e+01 -6.0718632e+00]]"
