label,path,mfccs,chroma_stft,spectral_centroid,spectral_bandwidth,spectral_rolloff,zero_crossing_rate,rms,poly_features,tonnetz,mel_spectrogram,spectral_contrast
low,../../data/snsd/generated/noise_low/clnsp1059-low.wav,-17.268421,0.33337808,2001.3624570183968,1592.179194360951,3614.868805131975,0.1296530959381838,0.037743825,0.41007401128948795,0.005065068072094155,0.5376896,23.853101767395696
low,../../data/snsd/generated/noise_low/clnsp106-low.wav,-12.390432,0.4499258,1823.4671766227261,1544.5078819200103,3307.796328483372,0.12368208858944954,0.031584322,0.3814326397843317,0.007268500053890956,0.373724,22.905341694593737
low,../../data/snsd/generated/noise_low/clnsp1060-low.wav,-15.952806,0.3254904,1594.2117878270174,1561.155742892459,2992.549811098195,0.08423759744256018,0.0531027,0.46865543143039035,-0.004238249831249219,0.9901238,25.18802963433483
low,../../data/snsd/generated/noise_low/clnsp1061-low.wav,-8.148835,0.48776922,1809.2922622167964,1632.3477403840882,3362.2212956460676,0.11764207965489566,0.03537464,0.4547274625857517,-0.0014266158676889175,0.44047987,23.071880694387232
low,../../data/snsd/generated/noise_low/clnsp1062-low.wav,-12.787134,0.36030567,1339.3671530745246,1353.9308096225664,2543.434552448552,0.07024997618140244,0.0358533,0.38345749558440034,-0.004128463618045799,0.5153131,23.680020054655067
low,../../data/snsd/generated/noise_low/clnsp1063-low.wav,-16.420284,0.37400508,1864.6454764470768,1588.8898513938411,3380.8346847603225,0.11510180995475112,0.027689632,0.300853012653242,0.007967357678498821,0.31354457,24.05743112559131
low,../../data/snsd/generated/noise_low/clnsp1064-low.wav,-15.47536,0.40075204,1846.2341995730796,1536.5295770592338,3301.0045934606483,0.11116636927726338,0.023307037,0.24805954634726773,-0.007139013998376942,0.22372827,23.308689083615707
low,../../data/snsd/generated/noise_low/clnsp1065-low.wav,-9.783145,0.44078407,1641.1345917905821,1486.6123709879096,2953.210273758342,0.09937876989219713,0.03319036,0.4005500106249944,-0.0022341459843882388,0.39780623,22.641369649935545
low,../../data/snsd/generated/noise_low/clnsp1066-low.wav,-15.10537,0.41970232,1696.0825810973895,1521.431271963733,3073.545578063241,0.11305930397727272,0.033992346,0.3890665799472102,6.45572929656582e-05,0.39219818,24.207297057383368
low,../../data/snsd/generated/noise_low/clnsp1067-low.wav,-10.702343,0.48249888,1798.1780809319057,1636.714422690195,3546.8670965562637,0.11027685871674058,0.028956944,0.38319129982208955,-0.010912177137703585,0.27247095,22.83704617489612
low,../../data/snsd/generated/noise_low/clnsp1068-low.wav,-18.527855,0.35021594,1988.73849248083,1584.6972369050675,3614.69476161859,0.13626733328881765,0.036666684,0.38335354318209025,-0.0011170137904704407,0.4752342,24.53952687606697
low,../../data/snsd/generated/noise_low/clnsp1069-low.wav,-16.596758,0.33343458,2008.3715239423732,1674.129696275774,3596.436060363886,0.1315614543499044,0.045494866,0.45570963419293103,-0.010433139864402979,0.64048755,25.5313505543427
low,../../data/snsd/generated/noise_low/clnsp107-low.wav,-9.534559,0.5064999,1676.5365512534172,1586.3273642170288,3373.450212647929,0.09655352410009863,0.029010363,0.3842924984819431,-0.009072169347286484,0.28719264,22.79793291053301
low,../../data/snsd/generated/noise_low/clnsp1070-low.wav,-17.193245,0.2928456,1751.4485121883606,1616.272119040985,3427.425017404084,0.09108524133663366,0.043307465,0.39745071860400466,0.006421894893386308,0.6834115,25.630927450588928
low,../../data/snsd/generated/noise_low/clnsp1071-low.wav,-8.304621,0.3739619,1746.9182178835663,1598.690607190383,3268.1948210063733,0.09649899131373356,0.047404855,0.5119720016174397,-0.01599128288806588,0.79236746,23.571418988028416
low,../../data/snsd/generated/noise_low/clnsp1072-low.wav,-13.793364,0.35676074,1742.187219461845,1557.2624803284195,3282.6551649305557,0.10407796654541446,0.03445738,0.38880923315661825,-0.005111321078102808,0.41884947,23.85380269368247
low,../../data/snsd/generated/noise_low/clnsp1073-low.wav,-10.864161,0.35438704,1577.4593063018124,1517.3129865896033,3003.843656499335,0.08960393810948582,0.036316156,0.3742205673820971,0.015871627487769335,0.4777767,23.670770609522755
low,../../data/snsd/generated/noise_low/clnsp1074-low.wav,-12.605472,0.41113412,1702.0090371309802,1520.8566414248896,3145.5117678509077,0.1086075709962756,0.036851205,0.4442437500697345,0.0020136294544564324,0.4774704,23.843568640033055
low,../../data/snsd/generated/noise_low/clnsp1075-low.wav,-10.907473,0.37292895,1729.3673328257275,1560.1997696175358,3112.429327713816,0.1003384655214425,0.060702585,0.6574653554495443,-0.013578560957639938,1.1274773,24.96606528847031
low,../../data/snsd/generated/noise_low/clnsp1076-low.wav,-20.70774,0.31635687,2477.394875862254,1785.7249309544382,4444.216445396686,0.18512699521821122,0.029231584,0.29696790628643915,0.004834021641546595,0.36934426,25.158499162272527
low,../../data/snsd/generated/noise_low/clnsp1077-low.wav,-13.838895,0.3260217,1802.8572344538084,1687.450005021114,3422.426008693392,0.09879075929990758,0.039085343,0.3815258357173444,-0.007034344300119121,0.56010026,24.54873516459408
low,../../data/snsd/generated/noise_low/clnsp1078-low.wav,-10.8929615,0.4205718,1786.5986755377,1583.794158004625,3287.144001170355,0.1010856183122568,0.053437132,0.6099193908516396,0.0031656035252867437,0.93263257,24.563225727018953
low,../../data/snsd/generated/noise_low/clnsp1079-low.wav,-7.391928,0.48058596,1763.6126226427332,1719.3835729365212,3353.4675638089006,0.09553780813699825,0.02597549,0.3589865164726554,0.008256904164023008,0.2067965,22.534539977532074
low,../../data/snsd/generated/noise_low/clnsp108-low.wav,-10.451193,0.4322908,1652.0187454167356,1482.4798161286792,2975.2112227879215,0.11097151509831461,0.050739698,0.5923029719711971,0.009476547510313016,0.84748054,24.02765989797604
low,../../data/snsd/generated/noise_low/clnsp1080-low.wav,-11.884907,0.38494217,1674.9143204771588,1417.9727697476012,2962.0957823057433,0.11323902027027027,0.031098608,0.3590660102437152,0.0005938539504316108,0.39545044,23.007783913592885
low,../../data/snsd/generated/noise_low/clnsp1081-low.wav,-12.126451,0.379384,1739.6470357465514,1541.4664815405663,3277.1053791046143,0.10032939910888672,0.03845471,0.45223076549088737,-0.000587856762699506,0.47059602,24.160921735578366
low,../../data/snsd/generated/noise_low/clnsp1082-low.wav,-7.2948937,0.4151083,1623.251062298591,1529.8778858422204,3014.3280029296875,0.09293619791666667,0.039194938,0.4746960488220433,0.015415509965898418,0.51517,23.79252384513972
low,../../data/snsd/generated/noise_low/clnsp1083-low.wav,-14.531754,0.40933478,1595.7271993357915,1351.9777599718996,2859.0191080230666,0.10110562428215926,0.02827876,0.3310431999871794,0.003920695894688818,0.34308976,22.708468959432462
low,../../data/snsd/generated/noise_low/clnsp1084-low.wav,-20.203371,0.34321907,2226.3276232856774,1666.6395231148058,3932.2046829482256,0.15689035189353814,0.03077412,0.29286725122770213,-0.00016094435993879944,0.3696171,24.66673884490501
low,../../data/snsd/generated/noise_low/clnsp1085-low.wav,-6.940123,0.43513462,1761.988121502865,1687.139765854427,3276.268996635493,0.09771416657162409,0.034794834,0.39634488111370414,0.00860680121547794,0.42271876,23.02610718873088
low,../../data/snsd/generated/noise_low/clnsp1086-low.wav,-13.296999,0.3778502,1830.9716733698922,1518.9286177841607,3340.456095539716,0.1183605422061753,0.031293415,0.3460492836280908,0.007261810805802738,0.33230197,23.66141079271789
low,../../data/snsd/generated/noise_low/clnsp1087-low.wav,-10.806203,0.338739,1712.279465073392,1649.6102833343718,3256.8761877111488,0.09368684393098456,0.04289072,0.42738587073424206,-0.02189930056628535,0.63229406,24.21914856091521
low,../../data/snsd/generated/noise_low/clnsp1088-low.wav,-16.35815,0.30181402,1768.6579119992048,1652.53045094982,3279.6905517578125,0.10418023003472222,0.044463035,0.4036345789744093,-0.0032037349841349786,0.6646335,25.670704223153773
low,../../data/snsd/generated/noise_low/clnsp1089-low.wav,-9.035565,0.35640204,1672.3422214127743,1556.5614759632365,3100.5917578125,0.09347109375,0.05414042,0.4976196915874369,0.002408137567315995,0.9498262,23.656542655846515
low,../../data/snsd/generated/noise_low/clnsp109-low.wav,-14.835256,0.3344095,1586.6714756178737,1374.6129856192485,2913.095482487107,0.09532612199165029,0.053516384,0.5627057484280061,-0.0029404793768624377,0.9780304,25.166097195453776
low,../../data/snsd/generated/noise_low/clnsp1090-low.wav,-19.32815,0.3158117,1941.5663920211641,1589.1412290398027,3533.055701622596,0.11301937266292734,0.037998628,0.38014690339157203,-0.003953497902090122,0.51153004,24.928300505851038
low,../../data/snsd/generated/noise_low/clnsp1091-low.wav,-11.0698395,0.40438414,1605.0318326121903,1601.712254127048,3133.468834828522,0.0869502697960805,0.029318018,0.34199936215376175,-0.0064986066896224395,0.34691548,23.5767046055549
low,../../data/snsd/generated/noise_low/clnsp1092-low.wav,-17.84257,0.367821,1673.6381354336058,1613.8926889910108,3138.2137684339887,0.08979672451845908,0.030059202,0.32524986785258025,-0.002160641896688604,0.37759763,24.525190035831876
low,../../data/snsd/generated/noise_low/clnsp1093-low.wav,-10.553539,0.41438082,1623.8296159616064,1509.6441284778787,3094.9172973632812,0.08549063546316964,0.039945006,0.46963766899090603,-0.004147541450878829,0.56864536,23.538379780738858
low,../../data/snsd/generated/noise_low/clnsp1094-low.wav,-9.887471,0.41268197,1923.4854757592925,1615.4580714192123,3450.5031352796054,0.11421669407894737,0.06101112,0.7128907112827993,0.0015686704728686991,1.1089585,24.423272259201163
low,../../data/snsd/generated/noise_low/clnsp1095-low.wav,-16.224092,0.3087264,1509.2770144986687,1473.5069937355702,2812.3989358373856,0.07650931421624714,0.04540151,0.4309167751218622,-0.007669803698332364,0.7248777,25.68604178744645
low,../../data/snsd/generated/noise_low/clnsp1096-low.wav,-15.011035,0.34902248,2288.969880164993,1889.539437190401,4407.753864156789,0.1978894463900862,0.024773933,0.2849370505002518,-0.003408493333643851,0.21600462,24.210333339988704
low,../../data/snsd/generated/noise_low/clnsp1097-low.wav,-11.613406,0.41272184,1894.3884693479456,1706.549305451438,3636.7792909444584,0.10625355832489879,0.044255048,0.48114269714415325,-0.0004589912922558937,0.71575123,23.105888062229017
low,../../data/snsd/generated/noise_low/clnsp1098-low.wav,-12.667981,0.38844237,1576.6552148483454,1412.7066765948236,2857.1472287880647,0.09696459817043222,0.02737655,0.2863251441011784,-0.00030730658450254123,0.31950414,23.674022291879538
low,../../data/snsd/generated/noise_low/clnsp1099-low.wav,-8.900115,0.35878527,1586.2645160532354,1533.342795662343,2997.364580446231,0.07666448690410199,0.04182753,0.4389412379635402,-0.00929236149942988,0.60439086,24.626181467219396
low,../../data/snsd/generated/noise_low/clnsp11-low.wav,-14.789172,0.36506405,1745.586980003723,1564.770492623043,3137.8138732910156,0.108563232421875,0.024513729,0.24878330454016379,-0.0028179845693618883,0.23144455,24.340933359450023
low,../../data/snsd/generated/noise_low/clnsp110-low.wav,-9.35617,0.4949982,1754.0012380565138,1645.3306531103956,3167.4009846166236,0.09628604220360824,0.03193073,0.41597689263970805,-0.005671402233476063,0.31949937,22.83048866548551
low,../../data/snsd/generated/noise_low/clnsp111-low.wav,-7.4291162,0.4491731,1695.1706692802936,1578.4025252108972,3178.577092263551,0.08984807107300885,0.051965516,0.5914140647248473,-0.0026032693015691447,0.86154056,23.89759278428723
low,../../data/snsd/generated/noise_low/clnsp112-low.wav,-7.823468,0.40365472,1852.2736268835497,1566.4354297706748,3338.700236868351,0.11641663896276595,0.05477855,0.6350129036815155,0.003740075586789447,0.9531529,24.381222828582967
low,../../data/snsd/generated/noise_low/clnsp113-low.wav,-11.905115,0.44343427,1693.2629080894835,1526.629549193635,3118.238208912037,0.10557725694444445,0.037434213,0.46064713678115504,-0.0006454334800620377,0.4888978,23.216452577651875
low,../../data/snsd/generated/noise_low/clnsp114-low.wav,-7.6548767,0.37308323,1932.1028729018776,1871.5608934433442,3948.663451216603,0.10249135257633588,0.036096673,0.3866767919844565,-0.016191077616066116,0.5170769,23.675612778610976
